SFTAZ,COUNTY,DISTRICT,MTCTAZ,HHLDS,POP,POPD,EMPRES,EMPRESD,CIE,MED,MIPS,PDR,RETAIL,VISITOR,TOTALEMP,EMPD,NETCON,CROSSING,SAFETY,VITALITY,TOPOLOGY,AREATYPE,SUPERDST,MTCEMP,MTCPOP,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AVGINCQ1,AVGINCQ2,AVGINCQ3,AVGINCQ4,AVGHHINC,SHPOP62P,TOTACRE,RETEMP,SEREMP,OTHEMP,AGREMP,MFGEMP,TRDEMP,SERVICE,PKDISTNO,PKDIST,FREEPARK,SUBPARK,PAIDPARK,PPAYING,PRKAVIND,ONSTREET,OFSTREET,PRKCSTWH,PRKCSTOH,TOTPARK,COLLENROLL,HIGHENROLL,GRADENROLL,SFDU,MFDU,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,HHPOP,GQPOP,DIST15,DIST22,DIST40,DIST51,STATE,CNTY_ID,CNTY_NAM,PUMA,POWPUMA,PLACE_ID,PLACE_NAM,DIST_PLC_1,DIST_PLC_2,DIST_PLC_N,DIST22NAME,DIST40NAME,DISTPLC2_S
213,1,5,175,736,1527,52.67333563,1016,35.04656778,109,96,135,78,326,7,751,25.90548465,2,2,3,3,2,2,4,1511,4360,236,146,178,175,0,0,0,0,0,0.15,28.99,0,0,0,0,0,0,212,25,16,0.533,0,0.467,1,1.875,1,0,0,0,329,0,0,0,123,613,72,120,788,364,184,1516,11,12,8,6,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
214,1,9,112,524,1101,33.82488479,663,20.36866359,25,11,262,352,102,2,754,23.16436252,2,2,2,2,1,3,3,838,2139,75,106,94,250,0,0,0,0,0,0.15,32.55,0,0,0,0,0,0,38,14,14,0.3,0,0.7,0.337,2.5,1,0,0,0,400,0,0,0,158,366,49,56,527,338,131,1079,22,5,4,5,17,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
215,1,7,90,411,874,38.91362422,604,26.89225289,1931,1580,3071,702,6406,175,13865,617.3196794,2,3,3,3,2,1,3,6026,4280,101,102,103,105,0,0,0,0,0,0.1,22.46,0,0,0,0,0,0,3686,25,16,0.533,0,0.467,1,1.875,1,0,0.99,2.915,301,0,0,0,55,356,35,63,486,225,66,848,26,12,8,5,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,5,1
216,1,5,180,668,1648,52.97332048,950,30.53680489,11,4,45,18,14,6,98,3.150112504,3,3,3,2,3,3,4,363,4369,227,175,152,115,0,0,0,0,0,0.16,31.11,0,0,0,0,0,0,21,25,15,0.533,0,0.467,1,1.875,1,0,0,0,437,0,0,0,212,456,76,187,651,524,210,1631,17,12,8,6,46,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
217,1,3,83,416,724,32.35031278,507,22.6541555,25,0,17,10,2,0,54,2.412868633,2,3,3,2,1,3,2,1250,3729,75,75,96,170,0,0,0,0,0,0.17,22.38,0,0,0,0,0,0,25,10,12,0.75,0,0.25,1,2.25,1,0,0,0,607,0,0,0,110,306,19,21,310,280,94,724,0,4,11,4,15,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
218,1,5,179,470,1364,42.89308176,724,22.7672956,7,1,19,33,15,0,75,2.358490566,2,3,3,1,3,3,4,787,7924,113,116,107,134,0,0,0,0,0,0.24,31.8,0,0,0,0,0,0,8,25,15,0.533,0,0.467,1,1.875,1,0,0,0,358,0,0,0,350,120,72,175,433,402,281,1357,7,12,8,6,46,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
219,1,5,178,311,857,29.41984209,454,15.58530724,7,7,31,12,39,0,96,3.295571576,3,3,3,2,2,3,4,717,6641,91,68,66,86,0,0,0,0,0,0.24,29.13,0,0,0,0,0,0,14,25,15,0.533,0,0.467,1,1.875,1,0,0,0,419,0,0,0,230,81,46,107,266,263,174,856,1,12,8,6,46,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
220,1,5,178,300,828,28.2208589,439,14.96250852,22,13,77,40,20,0,172,5.862304022,3,3,3,2,2,3,4,717,6641,88,65,63,83,0,0,0,0,0,0.24,29.34,0,0,0,0,0,0,35,25,15,0.533,0,0.467,1,1.875,1,0,0,0,229,0,0,0,221,79,44,104,257,254,169,827,1,12,8,6,46,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
221,1,7,105,1413,2845,80.4581448,1657,46.86085973,324,29,169,65,551,18,1156,32.69230769,2,2,2,3,2,1,3,2368,6745,608,337,293,175,0,0,0,0,0,0.15,35.36,0,0,0,0,0,0,371,1,13,0.273,0.091,0.636,0.262,2.571,1,0,0.37,0.559,252,0,0,0,35,1378,118,263,1373,735,355,2707,138,5,4,5,16,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
222,1,5,176,897,1921,63.75705277,1147,38.06837039,21,25,25,25,199,2,297,9.857285098,2,2,3,3,2,2,4,897,3970,250,233,262,152,0,0,0,0,0,0.2,30.13,0,0,0,0,0,0,48,25,16,0.533,0,0.467,1,1.875,1,0,0,0,371,0,0,0,190,707,95,167,789,552,317,1917,4,12,8,6,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
223,1,7,106,1182,2513,118.5936763,1217,57.4327513,59,89,124,148,475,43,938,44.26616328,2,2,2,3,3,1,3,14392,6591,730,201,152,99,0,0,0,0,0,0.15,21.19,0,0,0,0,0,0,191,14,13,0.3,0,0.7,0.337,2.5,0.891,0.109,0.356,0.517,403,0,0,0,49,1133,174,364,1028,655,292,2365,148,5,4,5,16,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
224,1,5,175,761,1579,53.72575706,1051,35.76046274,134,43,100,71,379,3,730,24.8383804,2,2,3,3,2,2,4,1511,4360,244,151,184,181,0,0,0,0,0,0.15,29.39,0,0,0,0,0,0,180,25,16,0.533,0,0.467,1,1.875,1,0,0,0,279,0,0,0,127,634,74,124,814,377,190,1568,11,12,8,6,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,6,1
225,1,7,90,379,807,54.97275204,556,37.8746594,10,6,33,17,8,0,74,5.040871935,2,3,3,3,2,1,3,6026,4280,93,95,95,97,0,0,0,0,0,0.1,14.68,0,0,0,0,0,0,16,25,16,0.533,0,0.467,1,1.875,1,0,0,0,402,0,0,0,51,328,32,58,449,207,61,782,25,12,8,5,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,5,1
226,1,7,90,567,1208,49.12566084,834,33.91622611,74,10,17,3,6,0,110,4.473363156,2,3,3,3,2,1,3,6026,4280,139,141,142,144,0,0,0,0,0,0.1,24.59,0,0,0,0,0,0,84,25,16,0.533,0,0.467,1,1.875,1,0,0,0,444,1208,0,0,76,491,49,87,672,310,91,1172,36,12,8,5,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,5,1
227,1,7,90,704,1497,62.55745926,1035,43.25114919,18,125,26,17,47,0,233,9.736732135,2,3,3,3,2,1,3,6026,4280,173,176,176,179,0,0,0,0,0,0.1,23.93,0,0,0,0,0,0,143,25,16,0.533,0,0.467,1,1.875,0.767,0.233,0,0,566,0,0,0,94,610,60,107,832,385,112,1454,43,12,8,5,45,6,6075,SanFrancisco,602205,6022,667000,SanFrancisco,11,1,San Francisco,8,5,1
228,1,3,89,642,1368,54.85164395,987,39.57497995,16,13,149,92,300,2,572,22.93504411,2,3,3,3,2,2,2,1609,7066,102,128,172,240,0,0,0,0,0,0.11,24.94,0,0,0,0,0,0,31,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.208,0.575,331,0,0,0,120,522,62,91,717,392,105,1298,70,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
229,1,3,89,660,1413,52.82242991,1016,37.98130841,4,2,61,11,3,0,81,3.028037383,2,3,3,3,2,2,2,1609,7066,105,132,176,247,0,0,0,0,0,0.11,26.75,0,0,0,0,0,0,6,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,553,0,0,0,123,537,64,94,741,405,109,1335,78,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
230,1,7,106,602,1312,76.85998828,618,36.20386643,58,12,71,104,86,2,333,19.50790861,2,2,2,3,3,1,3,14392,6591,372,102,77,50,0,0,0,0,0,0.15,17.07,0,0,0,0,0,0,72,14,13,0.3,0,0.7,0.337,2.5,0.864,0.136,0.323,0.42,257,0,0,1312,25,577,91,190,537,342,152,1204,108,5,4,5,16,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
231,1,7,104,778,1446,70.29654837,1085,52.74671852,41,0,190,27,176,5,439,21.34175984,3,2,3,3,2,2,3,1649,3244,189,181,208,200,0,0,0,0,0,0.12,20.57,0,0,0,0,0,0,46,1,12,0.273,0.091,0.636,0.262,2.571,1,0,0,0.475,563,0,0,0,44,734,29,58,796,437,125,1414,32,4,11,5,15,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,5,1
232,1,7,105,1320,2665,88.62653808,1549,51.51313602,115,20,182,46,111,14,488,16.22879947,2,2,2,3,2,1,3,2368,6745,568,315,273,164,0,0,0,0,0,0.15,30.07,0,0,0,0,0,0,149,1,13,0.273,0.091,0.636,0.262,2.571,1,0,0.368,0.555,423,0,0,0,33,1287,111,247,1286,689,333,2531,134,5,4,5,16,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
233,1,3,89,795,1697,57.83912747,1222,41.64962509,120,9,73,31,92,23,348,11.8609407,2,3,3,3,2,2,2,1609,7066,127,159,212,297,0,0,0,0,0,0.11,29.34,0,0,0,0,0,0,152,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,305,0,0,0,149,646,77,113,890,486,130,1606,91,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
234,1,3,83,498,866,33.96078431,608,23.84313725,34,8,47,16,13,10,128,5.019607843,2,3,3,2,1,3,2,1250,3729,89,90,115,204,0,0,0,0,0,0.17,25.5,0,0,0,0,0,0,52,1,12,0.273,0.091,0.636,0.262,2.571,1,0,0,0,415,0,0,866,132,366,23,25,371,335,113,866,0,4,11,4,15,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
235,1,3,89,566,1211,54.03837573,870,38.82195448,88,8,57,5,7,0,165,7.362784471,2,3,3,3,2,2,2,1609,7066,90,113,151,211,0,0,0,0,0,0.11,22.41,0,0,0,0,0,0,96,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,371,0,0,1211,106,460,55,81,635,347,93,1144,67,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
236,1,7,106,628,1425,62.22707424,645,28.16593886,428,121,237,287,142,19,1234,53.88646288,2,2,2,3,3,1,3,14392,6591,388,107,81,53,0,0,0,0,0,0.15,22.9,0,0,0,0,0,0,568,14,13,0.3,0,0.7,0.337,2.5,0.884,0.116,0.373,0.569,406,0,0,0,26,602,99,206,583,372,166,1254,171,5,4,5,16,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
237,1,3,88,493,1028,59.42196532,796,46.01156069,72,13,38,17,251,20,411,23.75722543,3,3,2,3,3,2,2,1961,5124,135,102,105,151,0,0,0,0,0,0.07,17.3,0,0,0,0,0,0,105,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,381,0,0,0,31,462,34,42,663,244,45,998,30,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
238,1,3,84,329,676,36.85932388,503,27.4263904,1,10,9,3,4,0,27,1.47219193,3,3,2,3,2,1,2,998,4739,73,75,91,90,0,0,0,0,0,0.09,18.34,0,0,0,0,0,0,11,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.351,0.502,306,0,0,0,35,294,20,40,408,169,39,664,12,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
239,1,3,81,592,1107,76.1871989,781,53.75086029,24,4,40,8,38,0,114,7.845836201,2,2,2,3,2,1,2,3469,6957,190,166,137,99,0,0,0,0,0,0.1,14.53,0,0,0,0,0,0,28,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.352,0.505,361,0,0,0,44,548,36,75,636,283,77,1078,29,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
240,1,3,88,684,1421,65.15359927,1103,50.57313159,38,66,141,16,301,11,573,26.27235213,3,3,2,3,3,2,2,1961,5124,188,142,145,209,0,0,0,0,0,0.07,21.81,0,0,0,0,0,0,115,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,246,0,0,0,43,641,47,57,917,337,63,1383,38,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
241,1,3,88,576,1201,53.14159292,929,41.10619469,111,43,85,43,390,6,678,30,3,3,2,3,3,2,2,1961,5124,158,119,122,176,0,0,0,0,0,0.07,22.6,0,0,0,0,0,0,160,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,343,0,0,0,36,540,40,49,775,285,53,1165,36,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
242,1,7,81,648,1212,65.30172414,854,46.01293103,25,7,132,40,61,6,271,14.6012931,2,2,2,3,2,1,2,3469,6957,207,182,150,109,0,0,0,0,0,0.1,18.56,0,0,0,0,0,0,38,1,13,0.273,0.091,0.636,0.262,2.571,0.88,0.121,0.335,0.455,307,0,0,0,48,600,40,83,696,309,85,1180,32,5,4,5,16,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,4,5,1
243,1,3,81,543,1012,44.56186702,717,31.57199472,14,6,2,1,38,0,61,2.686041391,2,2,2,3,2,1,2,3469,6957,174,152,126,91,0,0,0,0,0,0.1,22.71,0,0,0,0,0,0,20,6,12,0.556,0.056,0.389,0.253,2.136,0.55,0.45,0.308,0.375,540,0,0,0,41,502,33,69,581,258,71,989,23,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
244,1,3,88,836,1738,75.30329289,1347,58.36221837,61,12,77,21,63,0,234,10.13864818,3,3,2,3,3,2,2,1961,5124,229,173,178,256,0,0,0,0,0,0.07,23.08,0,0,0,0,0,0,73,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0,0,311,0,0,0,52,784,58,70,1122,412,77,1689,49,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
245,1,3,84,713,1465,63.55748373,1087,47.15835141,22,23,149,53,113,7,367,15.92190889,3,3,2,3,2,1,2,998,4739,159,162,197,195,0,0,0,0,0,0.09,23.05,0,0,0,0,0,0,52,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.359,0.528,426,0,0,0,77,636,43,87,884,367,84,1435,30,4,11,4,14,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
246,1,3,84,836,1717,75.5721831,1274,56.07394366,8,12,99,20,75,0,214,9.419014085,3,3,2,3,2,1,2,998,4739,187,190,231,228,0,0,0,0,0,0.09,22.72,0,0,0,0,0,0,20,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.354,0.513,228,0,0,0,90,746,50,101,1036,430,99,1683,34,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
247,1,3,81,650,1214,63.82754995,857,45.05783386,647,85,1191,1089,4255,51,7318,384.7528917,2,2,2,3,2,1,2,3469,6957,208,183,150,109,0,0,0,0,0,0.1,19.02,0,0,0,0,0,0,783,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.893,2.125,280,0,0,0,49,601,40,83,697,310,85,1183,31,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
248,1,3,81,572,1067,84.88464598,753,59.90453461,79,0,64,4,32,1,180,14.31980907,2,2,2,2,2,1,2,3469,6957,183,161,132,96,0,0,0,0,0,0.1,12.57,0,0,0,0,0,0,80,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.361,0.534,833,0,0,0,43,529,35,73,613,272,75,1040,27,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
249,1,3,81,639,1193,62.78947368,842,44.31578947,109,9,45,10,4,0,177,9.315789474,2,2,2,3,2,1,2,3469,6957,205,179,148,107,0,0,0,0,0,0.1,19,0,0,0,0,0,0,118,6,12,0.556,0.056,0.389,0.253,2.136,1,0,0.353,0.508,195,0,0,1193,48,591,39,81,685,305,83,1162,31,4,11,4,12,6,6075,SanFrancisco,602204,6022,667000,SanFrancisco,11,1,San Francisco,11,4,1
250,1,4,59,489,1201,41.2572999,696,23.90930952,4,8,46,31,13,0,102,3.503950532,3,2,3,2,2,3,2,1180,7734,122,133,129,106,0,0,0,0,0,0.24,29.11,0,0,0,0,0,0,12,18,5,0.333,0,0.667,0.2,2,1,0,0,0,792,0,0,0,213,276,53,137,393,374,244,1189,12,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
251,1,4,60,623,1540,52.99380592,897,30.86717137,14,1,28,21,10,0,74,2.546455609,2,2,3,2,2,2,2,225,3865,168,156,144,154,0,0,0,0,0,0.24,29.06,0,0,0,0,0,0,15,18,5,0.333,0,0.667,0.2,2,1,0,0,0,436,0,0,0,267,356,77,171,535,445,312,1538,2,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
252,1,4,87,500,1101,48.01569996,711,31.00741387,26,1127,32,4,24,0,1213,52.90013083,3,2,2,2,3,2,2,2655,4986,177,126,90,108,0,0,0,0,0,0.18,22.93,0,0,0,0,0,0,1153,6,7,0.556,0.056,0.389,0.253,2.136,0.455,0.545,0,0,1011,1101,0,0,39,461,40,55,581,256,169,1015,86,4,10,4,14,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
253,1,4,87,659,1459,63.73962429,936,40.89121887,33,1,59,8,18,0,119,5.198776758,3,2,2,2,3,2,2,2655,4986,233,166,118,142,0,0,0,0,0,0.18,22.89,0,0,0,0,0,0,34,6,7,0.556,0.056,0.389,0.253,2.136,1,0,0,0,479,0,0,1459,51,608,53,73,770,339,224,1336,123,4,10,4,14,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
254,1,4,87,554,1220,53.4150613,786,34.41330998,190,13,45,9,51,0,308,13.48511384,3,2,2,2,3,2,2,2655,4986,196,140,99,119,0,0,0,0,0,0.18,22.84,0,0,0,0,0,0,203,6,7,0.556,0.056,0.389,0.253,2.136,1,0,0,0,308,1220,0,0,43,511,44,61,644,284,187,1124,96,4,10,4,14,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
255,1,3,80,590,1284,84.41814596,770,50.62458909,6,1,45,5,53,0,110,7.232084155,3,2,2,2,2,2,2,519,4443,243,122,137,89,0,0,0,0,0,0.11,15.21,0,0,0,0,0,0,7,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.555,0.865,423,0,0,0,91,499,62,138,690,293,101,1217,67,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
256,1,4,87,711,1572,68.73633581,1009,44.1189331,161,1,202,38,34,0,436,19.06427634,3,2,2,2,3,2,2,2655,4986,251,179,128,153,0,0,0,0,0,0.18,22.87,0,0,0,0,0,0,162,6,7,0.556,0.056,0.389,0.253,2.136,1,0,0,0,476,0,0,0,55,656,57,79,829,366,242,1442,130,4,10,4,14,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
257,1,4,59,483,1186,40.84022039,688,23.69146006,19,15,47,33,26,1,141,4.855371901,3,2,3,2,2,3,2,1180,7734,120,131,127,105,0,0,0,0,0,0.24,29.04,0,0,0,0,0,0,35,18,5,0.333,0,0.667,0.2,2,1,0,0,0,380,0,0,0,211,272,52,136,388,369,241,1175,11,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
258,1,3,85,820,1718,56.23567921,1133,37.08674304,69,164,171,146,153,19,722,23.63338789,3,2,2,2,2,2,2,1063,3628,269,195,208,147,0,0,0,0,0,0.16,30.55,0,0,0,0,0,0,252,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.548,0.844,234,0,0,0,39,781,40,85,1018,339,236,1617,101,4,10,4,14,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
259,1,3,79,675,1078,47.40545295,728,32.01407212,3345,237,1672,115,772,25,6166,271.1521548,2,1,2,2,2,1,2,4003,2783,277,241,103,54,0,0,0,0,0,0.11,22.74,0,0,0,0,0,0,3607,4,8,0.286,0.286,0.429,0.383,2.714,0.673,0.327,1.026,1.876,624,0,0,0,24,651,30,84,574,304,86,1063,15,4,10,4,12,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
260,1,4,60,450,1113,38.32644628,647,22.27961433,157,99,137,79,75,0,547,18.83608815,2,2,3,2,2,2,2,225,3865,122,113,104,111,0,0,0,0,0,0.24,29.04,0,0,0,0,0,0,256,18,5,0.333,0,0.667,0.2,2,1,0,0.21,0.581,289,0,0,1113,193,257,56,123,387,322,226,1111,2,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
261,1,4,60,531,1311,45.12908778,763,26.26506024,1,1,17,20,4,0,43,1.48020654,2,2,3,2,2,2,2,225,3865,143,133,123,132,0,0,0,0,0,0.24,29.05,0,0,0,0,0,0,2,18,5,0.333,0,0.667,0.2,2,1,0,0,0,455,0,0,0,228,303,65,145,456,379,266,1309,2,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
262,1,4,64,408,968,33.31039229,547,18.82312457,8,1,29,7,6,1,52,1.789401239,2,2,3,2,3,2,2,1251,6537,134,98,70,107,0,0,0,0,0,0.21,29.06,0,0,0,0,0,0,10,18,6,0.333,0,0.667,0.2,2,1,0,0,0,353,0,0,0,104,304,45,115,359,275,175,966,2,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
263,1,4,64,719,1709,59.23743501,965,33.44887348,58,8,37,16,58,2,179,6.204506066,2,2,3,2,3,2,2,1251,6537,235,173,123,188,0,0,0,0,0,0.21,28.85,0,0,0,0,0,0,68,18,6,0.333,0,0.667,0.2,2,1,0,0,0,459,0,0,1709,183,536,79,202,634,485,308,1705,4,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
264,1,4,67,567,1320,48.6905201,782,28.84544449,15,7,69,28,30,0,149,5.49612689,2,2,3,2,3,2,2,1232,5049,169,149,114,135,0,0,0,0,0,0.19,27.11,0,0,0,0,0,0,22,18,6,0.333,0,0.667,0.2,2,1,0,0,0,344,0,0,0,118,449,62,146,533,374,204,1319,1,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
265,1,3,80,1008,2198,71.97118533,1315,43.05828422,23,0,86,14,18,6,147,4.813359528,3,2,2,2,2,2,2,519,4443,415,208,233,152,0,0,0,0,0,0.11,30.54,0,0,0,0,0,0,29,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.542,0.825,224,0,0,2198,156,852,105,236,1181,502,174,2077,121,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
266,1,4,68,576,1259,61.3248904,805,39.21091086,5,1,32,13,15,0,66,3.214807599,2,2,3,2,2,3,2,436,2757,132,144,123,177,0,0,0,0,0,0.18,20.53,0,0,0,0,0,0,6,18,7,0.333,0,0.667,0.2,2,1,0,0,0,525,0,0,0,124,452,49,98,595,331,186,1234,25,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
267,1,3,80,516,1110,74,673,44.86666667,51,1,31,4,23,0,110,7.333333333,3,2,2,2,2,2,2,519,4443,212,106,119,78,0,0,0,0,0,0.11,15,0,0,0,0,0,0,52,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.549,0.847,468,0,0,0,80,436,53,119,597,253,88,1063,47,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
268,1,3,79,600,963,63.52242744,648,42.74406332,29,68,99,55,188,4,443,29.22163588,2,1,2,2,2,1,2,4003,2783,246,215,91,48,0,0,0,0,0,0.11,15.16,0,0,0,0,0,0,101,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.676,0.828,251,0,0,0,22,578,27,75,512,272,77,945,18,4,10,4,12,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
269,1,4,54,475,1142,39.33861523,673,23.18291423,13,2,35,7,8,0,65,2.239063038,3,2,3,2,2,3,2,852,6458,119,105,145,106,0,0,0,0,0,0.24,29.03,0,0,0,0,0,0,15,18,5,0.333,0,0.667,0.2,2,1,0,0,0,561,0,0,0,215,260,48,125,380,358,232,1127,15,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
270,1,4,54,611,1471,37.93192367,867,22.35688499,6,6,100,51,52,0,215,5.544094894,3,2,3,2,2,3,2,852,6458,153,135,187,136,0,0,0,0,0,0.24,38.78,0,0,0,0,0,0,12,18,5,0.333,0,0.667,0.2,2,1,0,0,0,332,0,0,0,276,335,62,161,489,461,299,1451,20,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
271,1,4,54,443,1065,36.63570691,627,21.56862745,21,5,54,25,19,1,125,4.2999656,3,2,3,2,2,3,2,852,6458,111,98,136,99,0,0,0,0,0,0.24,29.07,0,0,0,0,0,0,27,18,5,0.333,0,0.667,0.2,2,1,0,0,0,290,0,0,1065,200,243,45,116,354,334,216,1051,14,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
272,1,3,86,849,1778,77.33797303,1120,48.71683341,48,1,62,51,66,15,243,10.56981296,3,2,2,2,2,2,2,1654,6784,314,193,201,141,0,0,0,0,0,0.12,22.99,0,0,0,0,0,0,64,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0,0,322,0,0,0,60,789,80,207,853,470,168,1745,33,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
